feature_type,num_clusters,use_haralick,use_custom,use_pca,dimension_reduction,cluster_method,accuracy,f1_score,num_train,num_tested
daisy,2,True,True,True,2.0,gmm,0.0282485875706214,0.0279693486590038,851,177
daisy,2,True,True,True,5.0,gmm,0.2485875706214689,0.1990950226244344,851,177
daisy,2,True,True,True,8.0,gmm,0.7344632768361582,0.4234527687296417,851,177
daisy,2,True,True,True,12.0,gmm,0.3163841807909605,0.3035801385230709,851,177
daisy,2,True,True,False,,gmm,0.2485875706214689,0.1990950226244344,851,177
daisy,2,True,True,True,2.0,agg,0.96045197740113,0.9439696106362774,851,177
daisy,2,True,True,True,5.0,agg,0.96045197740113,0.9439696106362774,851,177
daisy,2,True,True,True,8.0,agg,0.96045197740113,0.9439696106362774,851,177
daisy,2,True,True,True,12.0,agg,0.96045197740113,0.9439696106362774,851,177
daisy,2,True,True,False,,agg,0.96045197740113,0.9439696106362774,851,177
daisy,2,True,True,True,2.0,spectral,0.7288135593220338,0.7118046132971506,851,177
daisy,2,True,True,True,5.0,spectral,0.2711864406779661,0.2183959196248245,851,177
daisy,2,True,True,True,8.0,spectral,0.7288135593220338,0.7118046132971506,851,177
daisy,2,True,True,True,12.0,spectral,0.7288135593220338,0.7118046132971506,851,177
daisy,2,True,True,False,,spectral,0.7288135593220338,0.7118046132971506,851,177
daisy,2,True,True,False,,spectral,0.2711864406779661,0.2183959196248245,851,177
daisy,2,True,False,True,2.0,gmm,0.0282485875706214,0.0279693486590038,851,177
daisy,2,True,False,True,5.0,gmm,0.751412429378531,0.4290322580645161,851,177
daisy,2,True,False,True,8.0,gmm,0.4971751412429379,0.4955650196932338,851,177
daisy,2,True,False,True,12.0,gmm,0.2485875706214689,0.1990950226244344,851,177
daisy,2,True,False,False,,gmm,0.2485875706214689,0.1990950226244344,851,177
daisy,2,True,False,False,,gmm,0.751412429378531,0.4290322580645161,851,177
daisy,2,True,False,True,2.0,agg,0.96045197740113,0.9439696106362774,851,177
daisy,2,True,False,True,5.0,agg,0.96045197740113,0.9439696106362774,851,177
daisy,2,True,False,True,8.0,agg,0.96045197740113,0.9439696106362774,851,177
daisy,2,True,False,True,12.0,agg,0.96045197740113,0.9439696106362774,851,177
daisy,2,True,False,False,,agg,0.96045197740113,0.9439696106362774,851,177
daisy,2,True,False,True,2.0,spectral,0.7288135593220338,0.7118046132971506,851,177
daisy,2,True,False,True,5.0,spectral,0.2711864406779661,0.2183959196248245,851,177
daisy,2,True,False,True,8.0,spectral,0.7288135593220338,0.7118046132971506,851,177
daisy,2,True,False,True,12.0,spectral,0.7288135593220338,0.7118046132971506,851,177
daisy,2,True,False,False,,spectral,0.2711864406779661,0.2183959196248245,851,177
daisy,2,False,True,True,2.0,gmm,0.4011299435028249,0.3955541237113402,851,177
daisy,2,False,True,True,5.0,gmm,0.536723163841808,0.36005291005291,851,177
daisy,2,False,True,True,8.0,gmm,0.4632768361581921,0.3254843756267801,851,177
daisy,2,False,True,True,12.0,gmm,0.5141242937853108,0.5133631713554987,851,177
daisy,2,False,True,False,,gmm,0.2485875706214689,0.1990950226244344,851,177
daisy,2,False,True,False,,gmm,0.751412429378531,0.4290322580645161,851,177
daisy,2,False,True,True,2.0,agg,0.0169491525423728,0.0166666666666666,851,177
daisy,2,False,True,True,5.0,agg,0.0169491525423728,0.0166666666666666,851,177
daisy,2,False,True,True,8.0,agg,0.0169491525423728,0.0166666666666666,851,177
daisy,2,False,True,True,12.0,agg,0.0169491525423728,0.0166666666666666,851,177
daisy,2,False,True,False,,agg,0.0169491525423728,0.0166666666666666,851,177
daisy,2,False,True,True,2.0,spectral,0.9830508474576272,0.976776732998032,851,177
daisy,2,False,True,True,5.0,spectral,0.0169491525423728,0.0166666666666666,851,177
daisy,2,False,True,True,8.0,spectral,0.0225988700564971,0.0220994475138121,851,177
daisy,2,False,True,True,12.0,spectral,0.0169491525423728,0.0166666666666666,851,177
daisy,2,False,True,False,,spectral,0.0169491525423728,0.0166666666666666,851,177
daisy,2,False,True,False,,spectral,0.9830508474576272,0.976776732998032,851,177
daisy,2,False,False,True,2.0,gmm,0.751412429378531,0.4290322580645161,851,177
daisy,2,False,False,True,5.0,gmm,0.2485875706214689,0.1990950226244344,851,177
daisy,2,False,False,True,8.0,gmm,0.7570621468926554,0.4526429341963322,851,177
daisy,2,False,False,True,12.0,gmm,0.3672316384180791,0.275438596491228,851,177
daisy,2,False,False,False,,gmm,0.3954802259887006,0.3904997908151771,851,177
daisy,2,False,False,False,,gmm,0.2485875706214689,0.1990950226244344,851,177
daisy,2,False,False,True,2.0,agg,0.5141242937853108,0.5137362637362637,851,177
daisy,2,False,False,True,5.0,agg,0.5310734463276836,0.5301135454981609,851,177
daisy,2,False,False,True,8.0,agg,0.0169491525423728,0.0166666666666666,851,177
daisy,2,False,False,True,12.0,agg,0.0169491525423728,0.0166666666666666,851,177
daisy,2,False,False,False,,agg,0.0169491525423728,0.0166666666666666,851,177
daisy,2,False,False,True,2.0,spectral,0.5706214689265536,0.5675154320987654,851,177
daisy,2,False,False,True,5.0,spectral,0.0225988700564971,0.0224740622505985,851,177
daisy,2,False,False,True,8.0,spectral,0.0169491525423728,0.0166666666666666,851,177
daisy,2,False,False,True,12.0,spectral,0.9830508474576272,0.976776732998032,851,177
daisy,2,False,False,False,,spectral,0.0169491525423728,0.0166666666666666,851,177
fast,2,True,True,True,2.0,gmm,0.9717514124293786,0.9612945549967198,849,177
fast,2,True,True,True,5.0,gmm,0.0790960451977401,0.0732984293193717,849,177
fast,2,True,True,True,8.0,gmm,0.1016949152542373,0.0923076923076923,849,177
fast,2,True,True,True,12.0,gmm,0.135593220338983,0.1220295023504619,849,177
fast,2,True,True,False,,gmm,0.2485875706214689,0.1990950226244344,849,177
fast,2,True,True,False,,gmm,0.751412429378531,0.4290322580645161,849,177
fast,2,True,True,True,2.0,agg,0.96045197740113,0.9439696106362774,849,177
fast,2,True,True,True,5.0,agg,0.96045197740113,0.9439696106362774,849,177
fast,2,True,True,True,8.0,agg,0.96045197740113,0.9439696106362774,849,177
fast,2,True,True,True,12.0,agg,0.96045197740113,0.9439696106362774,849,177
fast,2,True,True,False,,agg,0.96045197740113,0.9439696106362774,849,177
fast,2,True,True,True,2.0,spectral,0.7288135593220338,0.7118046132971506,849,177
fast,2,True,True,True,5.0,spectral,0.2711864406779661,0.2183959196248245,849,177
fast,2,True,True,True,8.0,spectral,0.2711864406779661,0.2183959196248245,849,177
fast,2,True,True,True,12.0,spectral,0.2711864406779661,0.2183959196248245,849,177
fast,2,True,True,False,,spectral,0.2711864406779661,0.2183959196248245,849,177
fast,2,True,True,False,,spectral,0.7288135593220338,0.7118046132971506,849,177
fast,2,True,False,True,2.0,gmm,0.0282485875706214,0.0279693486590038,849,177
fast,2,True,False,True,5.0,gmm,0.0734463276836158,0.0698538836195847,849,177
fast,2,True,False,True,8.0,gmm,0.0734463276836158,0.0698538836195847,849,177
fast,2,True,False,True,12.0,gmm,0.864406779661017,0.781571369806664,849,177
fast,2,True,False,False,,gmm,0.2485875706214689,0.1990950226244344,849,177
fast,2,True,False,False,,gmm,0.751412429378531,0.4290322580645161,849,177
fast,2,True,False,True,2.0,agg,0.96045197740113,0.9439696106362774,849,177
fast,2,True,False,True,5.0,agg,0.96045197740113,0.9439696106362774,849,177
fast,2,True,False,True,8.0,agg,0.96045197740113,0.9439696106362774,849,177
fast,2,True,False,True,12.0,agg,0.96045197740113,0.9439696106362774,849,177
fast,2,True,False,False,,agg,0.96045197740113,0.9439696106362774,849,177
fast,2,True,False,True,2.0,spectral,0.7288135593220338,0.7118046132971506,849,177
fast,2,True,False,True,5.0,spectral,0.7288135593220338,0.7118046132971506,849,177
fast,2,True,False,True,8.0,spectral,0.2711864406779661,0.2183959196248245,849,177
fast,2,True,False,True,12.0,spectral,0.7288135593220338,0.7118046132971506,849,177
fast,2,True,False,False,,spectral,0.7288135593220338,0.7118046132971506,849,177
fast,2,True,False,False,,spectral,0.2711864406779661,0.2183959196248245,849,177
fast,2,False,True,True,2.0,gmm,0.288135593220339,0.2591682168482593,849,177
fast,2,False,True,True,5.0,gmm,0.7288135593220338,0.4755555555555555,849,177
fast,2,False,True,True,8.0,gmm,0.7288135593220338,0.4215686274509803,849,177
fast,2,False,True,True,12.0,gmm,0.2711864406779661,0.2319620572504961,849,177
fast,2,False,True,False,,gmm,0.751412429378531,0.4290322580645161,849,177
fast,2,False,True,False,,gmm,0.2485875706214689,0.1990950226244344,849,177
fast,2,False,True,True,2.0,agg,0.4293785310734463,0.4287220784200939,849,177
fast,2,False,True,True,5.0,agg,0.4463276836158192,0.445460358056266,849,177
fast,2,False,True,True,8.0,agg,0.4011299435028249,0.3967978395061728,849,177
fast,2,False,True,True,12.0,agg,0.0677966101694915,0.0676775738228252,849,177
fast,2,False,True,False,,agg,0.0225988700564971,0.0220994475138121,849,177
fast,2,False,True,True,2.0,spectral,0.6666666666666666,0.5357222246921264,849,177
fast,2,False,True,True,5.0,spectral,0.5480225988700564,0.5438144329896908,849,177
fast,2,False,True,True,8.0,spectral,0.1468926553672316,0.1335062408818285,849,177
fast,2,False,True,True,12.0,spectral,0.0847457627118644,0.0840148223869154,849,177
fast,2,False,True,False,,spectral,0.0169491525423728,0.0166666666666666,849,177
fast,2,False,True,False,,spectral,0.9830508474576272,0.976776732998032,849,177
fast,2,False,False,True,2.0,gmm,0.3446327683615819,0.3290196078431373,849,177
fast,2,False,False,True,5.0,gmm,0.3163841807909605,0.2932849364791289,849,177
fast,2,False,False,True,8.0,gmm,0.3050847457627119,0.2784608756172737,849,177
fast,2,False,False,True,12.0,gmm,0.3050847457627119,0.2784608756172737,849,177
fast,2,False,False,False,,gmm,0.2542372881355932,0.2074626865671641,849,177
fast,2,False,False,False,,gmm,0.7457627118644068,0.4271844660194174,849,177
fast,2,False,False,True,2.0,agg,0.096045197740113,0.0960163432073544,849,177
fast,2,False,False,True,5.0,agg,0.0621468926553672,0.059715821812596,849,177
fast,2,False,False,True,8.0,agg,0.2090395480225988,0.1901960784313725,849,177
fast,2,False,False,True,12.0,agg,0.0621468926553672,0.0618773946360153,849,177
fast,2,False,False,False,,agg,0.0225988700564971,0.0220994475138121,849,177
fast,2,False,False,True,2.0,spectral,0.0847457627118644,0.0844827586206896,849,177
fast,2,False,False,True,5.0,spectral,0.0847457627118644,0.0844827586206896,849,177
fast,2,False,False,True,8.0,spectral,0.0790960451977401,0.0789784517158818,849,177
fast,2,False,False,True,12.0,spectral,0.0621468926553672,0.0613979044211602,849,177
fast,2,False,False,False,,spectral,0.9774011299435028,0.9687830687830687,849,177
fast,2,False,False,False,,spectral,0.0225988700564971,0.0220994475138121,849,177
orb,2,True,True,True,2.0,gmm,0.9717514124293786,0.9612945549967198,843,177
orb,2,True,True,True,5.0,gmm,0.0508474576271186,0.0505747126436781,843,177
orb,2,True,True,True,8.0,gmm,0.0338983050847457,0.0337749401436552,843,177
orb,2,True,True,True,12.0,gmm,0.1694915254237288,0.1539362013462101,843,177
orb,2,True,True,False,,gmm,0.2485875706214689,0.1990950226244344,843,177
orb,2,True,True,True,2.0,agg,0.96045197740113,0.9439696106362774,843,177
orb,2,True,True,True,5.0,agg,0.96045197740113,0.9439696106362774,843,177
orb,2,True,True,True,8.0,agg,0.96045197740113,0.9439696106362774,843,177
orb,2,True,True,True,12.0,agg,0.96045197740113,0.9439696106362774,843,177
orb,2,True,True,False,,agg,0.96045197740113,0.9439696106362774,843,177
orb,2,True,True,True,2.0,spectral,0.2711864406779661,0.2183959196248245,843,177
orb,2,True,True,True,5.0,spectral,0.2711864406779661,0.2183959196248245,843,177
orb,2,True,True,True,8.0,spectral,0.7288135593220338,0.7118046132971506,843,177
orb,2,True,True,True,12.0,spectral,0.7288135593220338,0.7118046132971506,843,177
orb,2,True,True,False,,spectral,0.2711864406779661,0.2183959196248245,843,177
orb,2,True,True,False,,spectral,0.7288135593220338,0.7118046132971506,843,177
orb,2,True,False,True,2.0,gmm,0.9717514124293786,0.9612945549967198,843,177
orb,2,True,False,True,5.0,gmm,0.0564971751412429,0.0564971751412429,843,177
orb,2,True,False,True,8.0,gmm,0.0338983050847457,0.0327868852459016,843,177
orb,2,True,False,True,12.0,gmm,0.9491525423728814,0.9303301989940956,843,177
orb,2,True,False,False,,gmm,0.2485875706214689,0.1990950226244344,843,177
orb,2,True,False,True,2.0,agg,0.96045197740113,0.9439696106362774,843,177
orb,2,True,False,True,5.0,agg,0.96045197740113,0.9439696106362774,843,177
orb,2,True,False,True,8.0,agg,0.96045197740113,0.9439696106362774,843,177
orb,2,True,False,True,12.0,agg,0.96045197740113,0.9439696106362774,843,177
orb,2,True,False,False,,agg,0.96045197740113,0.9439696106362774,843,177
orb,2,True,False,True,2.0,spectral,0.2711864406779661,0.2183959196248245,843,177
orb,2,True,False,True,5.0,spectral,0.7288135593220338,0.7118046132971506,843,177
orb,2,True,False,True,8.0,spectral,0.7288135593220338,0.7118046132971506,843,177
orb,2,True,False,True,12.0,spectral,0.7288135593220338,0.7118046132971506,843,177
orb,2,True,False,False,,spectral,0.7288135593220338,0.7118046132971506,843,177
orb,2,True,False,False,,spectral,0.2711864406779661,0.2183959196248245,843,177
orb,2,False,True,True,2.0,gmm,0.2598870056497175,0.2157280568239472,843,177
orb,2,False,True,True,5.0,gmm,0.3333333333333333,0.3062051554610682,843,177
orb,2,False,True,True,8.0,gmm,0.655367231638418,0.6139102449490434,843,177
orb,2,False,True,True,12.0,gmm,0.519774011299435,0.5158175908344865,843,177
orb,2,False,True,False,,gmm,0.4915254237288136,0.4563882063882064,843,177
orb,2,False,True,False,,gmm,0.4124293785310734,0.4069587628865979,843,177
orb,2,False,True,False,,gmm,0.6101694915254238,0.522052205220522,843,177
orb,2,False,True,False,,gmm,0.4011299435028249,0.3967978395061728,843,177
orb,2,False,True,True,2.0,agg,0.4858757062146893,0.4826390004175633,843,177
orb,2,False,True,True,5.0,agg,0.4350282485875706,0.4350102145045965,843,177
orb,2,False,True,True,8.0,agg,0.4632768361581921,0.4621781544858467,843,177
orb,2,False,True,True,12.0,agg,0.3615819209039548,0.3602750679673756,843,177
orb,2,False,True,False,,agg,0.0903954802259887,0.0861952861952861,843,177
orb,2,False,True,True,2.0,spectral,0.3954802259887006,0.3750536215146015,843,177
orb,2,False,True,True,5.0,spectral,0.5536723163841808,0.4157439518656249,843,177
orb,2,False,True,True,8.0,spectral,0.4011299435028249,0.4011108273748722,843,177
orb,2,False,True,True,12.0,spectral,0.5649717514124294,0.4532873360343376,843,177
orb,2,False,True,False,,spectral,0.096045197740113,0.0957854406130268,843,177
orb,2,False,True,False,,spectral,0.903954802259887,0.8684014869888476,843,177
orb,2,False,False,True,2.0,gmm,0.3446327683615819,0.3436061381074169,843,177
orb,2,False,False,True,5.0,gmm,0.4632768361581921,0.4532240756999317,843,177
orb,2,False,False,True,8.0,gmm,0.4180790960451977,0.4105532024960393,843,177
orb,2,False,False,True,12.0,gmm,0.5988700564971752,0.5427687829725305,843,177
orb,2,False,False,False,,gmm,0.6440677966101694,0.4771906793567443,843,177
orb,2,False,False,False,,gmm,0.7401129943502824,0.4253246753246753,843,177
orb,2,False,False,False,,gmm,0.5536723163841808,0.5115109170305677,843,177
orb,2,False,False,False,,gmm,0.4971751412429379,0.4607537740047239,843,177
orb,2,False,False,True,2.0,agg,0.3728813559322034,0.3728012769353551,843,177
orb,2,False,False,True,5.0,agg,0.5028248587570622,0.4358157055925819,843,177
orb,2,False,False,True,8.0,agg,0.2372881355932203,0.2310044089724198,843,177
orb,2,False,False,True,12.0,agg,0.2146892655367231,0.1973705673180439,843,177
orb,2,False,False,False,,agg,0.1186440677966101,0.1152268649064342,843,177
orb,2,False,False,True,2.0,spectral,0.536723163841808,0.5178713792187085,843,177
orb,2,False,False,True,5.0,spectral,0.4576271186440678,0.4513045724618962,843,177
orb,2,False,False,True,8.0,spectral,0.2542372881355932,0.2364705882352941,843,177
orb,2,False,False,True,12.0,spectral,0.231638418079096,0.2159979155810318,843,177
orb,2,False,False,False,,spectral,0.0734463276836158,0.0734167517875382,843,177
kaze,2,True,True,True,2.0,gmm,0.0282485875706214,0.0279693486590038,851,177
kaze,2,True,True,True,5.0,gmm,0.0508474576271186,0.0500894454382826,851,177
kaze,2,True,True,True,8.0,gmm,0.8305084745762712,0.7934173669467788,851,177
kaze,2,True,True,True,12.0,gmm,0.1129943502824858,0.1129943502824858,851,177
kaze,2,True,True,False,,gmm,0.2485875706214689,0.1990950226244344,851,177
kaze,2,True,True,True,2.0,agg,0.96045197740113,0.9439696106362774,851,177
kaze,2,True,True,True,5.0,agg,0.96045197740113,0.9439696106362774,851,177
kaze,2,True,True,True,8.0,agg,0.96045197740113,0.9439696106362774,851,177
kaze,2,True,True,True,12.0,agg,0.96045197740113,0.9439696106362774,851,177
kaze,2,True,True,False,,agg,0.96045197740113,0.9439696106362774,851,177
kaze,2,True,True,True,2.0,spectral,0.2711864406779661,0.2183959196248245,851,177
kaze,2,True,True,True,5.0,spectral,0.2711864406779661,0.2183959196248245,851,177
kaze,2,True,True,True,8.0,spectral,0.7288135593220338,0.7118046132971506,851,177
kaze,2,True,True,True,12.0,spectral,0.7288135593220338,0.7118046132971506,851,177
kaze,2,True,True,False,,spectral,0.7288135593220338,0.7118046132971506,851,177
kaze,2,True,True,False,,spectral,0.2711864406779661,0.2183959196248245,851,177
kaze,2,True,False,True,2.0,gmm,0.0282485875706214,0.0279693486590038,851,177
kaze,2,True,False,True,5.0,gmm,0.9491525423728814,0.927960927960928,851,177
kaze,2,True,False,True,8.0,gmm,0.0677966101694915,0.0634920634920634,851,177
kaze,2,True,False,True,12.0,gmm,0.9096045197740112,0.8605200945626477,851,177
kaze,2,True,False,False,,gmm,0.2485875706214689,0.1990950226244344,851,177
kaze,2,True,False,True,2.0,agg,0.96045197740113,0.9439696106362774,851,177
kaze,2,True,False,True,5.0,agg,0.96045197740113,0.9439696106362774,851,177
kaze,2,True,False,True,8.0,agg,0.96045197740113,0.9439696106362774,851,177
kaze,2,True,False,True,12.0,agg,0.96045197740113,0.9439696106362774,851,177
kaze,2,True,False,False,,agg,0.96045197740113,0.9439696106362774,851,177
kaze,2,True,False,True,2.0,spectral,0.2711864406779661,0.2183959196248245,851,177
kaze,2,True,False,True,5.0,spectral,0.7288135593220338,0.7118046132971506,851,177
kaze,2,True,False,True,8.0,spectral,0.7288135593220338,0.7118046132971506,851,177
kaze,2,True,False,True,12.0,spectral,0.7288135593220338,0.7118046132971506,851,177
kaze,2,True,False,False,,spectral,0.2711864406779661,0.2183959196248245,851,177
kaze,2,True,False,False,,spectral,0.7288135593220338,0.7118046132971506,851,177
kaze,2,False,True,True,2.0,gmm,0.7344632768361582,0.4234527687296417,851,177
kaze,2,False,True,True,5.0,gmm,0.4858757062146893,0.3453769559032716,851,177
kaze,2,False,True,True,8.0,gmm,0.135593220338983,0.135151534506435,851,177
kaze,2,False,True,True,12.0,gmm,0.7457627118644068,0.4271844660194174,851,177
kaze,2,False,True,False,,gmm,0.2485875706214689,0.1990950226244344,851,177
kaze,2,False,True,False,,gmm,0.231638418079096,0.2073234984193888,851,177
kaze,2,False,True,False,,gmm,0.1581920903954802,0.1396274426646657,851,177
kaze,2,False,True,False,,gmm,0.8418079096045198,0.7262483429076447,851,177
kaze,2,False,True,True,2.0,agg,0.1016949152542373,0.0960395721581601,851,177
kaze,2,False,True,True,5.0,agg,0.0847457627118644,0.078125,851,177
kaze,2,False,True,True,8.0,agg,0.0734463276836158,0.0684210526315789,851,177
kaze,2,False,True,True,12.0,agg,0.0621468926553672,0.0585106382978723,851,177
kaze,2,False,True,False,,agg,0.0169491525423728,0.0166666666666666,851,177
kaze,2,False,True,True,2.0,spectral,0.7570621468926554,0.7359950050296575,851,177
kaze,2,False,True,True,5.0,spectral,0.0564971751412429,0.053475935828877,851,177
kaze,2,False,True,True,8.0,spectral,0.0508474576271186,0.0483870967741935,851,177
kaze,2,False,True,True,12.0,spectral,0.0338983050847457,0.0327868852459016,851,177
kaze,2,False,True,False,,spectral,0.9830508474576272,0.976776732998032,851,177
kaze,2,False,True,False,,spectral,0.0169491525423728,0.0166666666666666,851,177
kaze,2,False,False,True,2.0,gmm,0.5536723163841808,0.5479000290989039,851,177
kaze,2,False,False,True,5.0,gmm,0.7062146892655368,0.4318518518518518,851,177
kaze,2,False,False,True,8.0,gmm,0.3898305084745763,0.3192307692307692,851,177
kaze,2,False,False,True,12.0,gmm,0.2937853107344633,0.2905242905242905,851,177
kaze,2,False,False,False,,gmm,0.2485875706214689,0.1990950226244344,851,177
kaze,2,False,False,False,,gmm,0.751412429378531,0.4290322580645161,851,177
kaze,2,False,False,False,,gmm,0.2542372881355932,0.2074626865671641,851,177
kaze,2,False,False,False,,gmm,0.751412429378531,0.7037431527693243,851,177
kaze,2,False,False,True,2.0,agg,0.6949152542372882,0.6776173772261198,851,177
kaze,2,False,False,True,5.0,agg,0.3898305084745763,0.3827176440196331,851,177
kaze,2,False,False,True,8.0,agg,0.3728813559322034,0.3630410115091587,851,177
kaze,2,False,False,True,12.0,agg,0.384180790960452,0.3762164958453231,851,177
kaze,2,False,False,False,,agg,0.0169491525423728,0.0166666666666666,851,177
kaze,2,False,False,True,2.0,spectral,0.7570621468926554,0.7321296589589272,851,177
kaze,2,False,False,True,5.0,spectral,0.6101694915254238,0.3789473684210526,851,177
kaze,2,False,False,True,8.0,spectral,0.3785310734463277,0.3696581196581197,851,177
kaze,2,False,False,True,12.0,spectral,0.384180790960452,0.3762164958453231,851,177
kaze,2,False,False,False,,spectral,0.0225988700564971,0.0220994475138121,851,177
kaze,2,False,False,False,,spectral,0.9774011299435028,0.9687830687830687,851,177
